label,p_v_artifact,p_a_artifact,p_v_emotion,p_a_emotion,label_int,artifact_or,emotion_or,4way_or_final,pred_final,correct
0,0.0,0.0,29.31,34.02,0,0.0,53.36,53.36,1,0
0,0.0,0.0,2.5,31.68,0,0.0,33.39,33.39,0,1
0,0.05,0.0,10.56,30.56,0,0.05,37.89,37.92,0,1
0,0.03,0.0,6.71,29.54,0,0.03,34.27,34.29,0,1
0,0.0,0.0,16.96,34.76,0,0.0,45.82,45.82,0,1
0,0.0,0.0,56.68,33.98,0,0.0,71.4,71.4,1,0
0,0.0,0.0,24.33,32.11,0,0.0,48.63,48.63,0,1
0,0.0,0.0,52.51,33.4,0,0.0,68.37,68.37,1,0
0,0.06,0.0,2.7,27.28,0,0.06,29.24,29.29,0,1
0,0.01,0.0,19.92,30.31,0,0.01,44.19,44.2,0,1
0,0.75,0.0,2.97,28.52,0,0.75,30.64,31.16,0,1
0,0.0,0.0,2.13,30.74,0,0.0,32.22,32.22,0,1
0,0.04,0.0,11.21,29.38,0,0.04,37.3,37.32,0,1
0,0.0,0.0,1.45,32.34,0,0.0,33.32,33.32,0,1
0,0.01,0.0,4.52,34.84,0,0.01,37.79,37.79,0,1
0,0.01,0.0,11.41,34.0,0,0.01,41.53,41.54,0,1
0,0.0,0.0,1.06,31.31,0,0.0,32.04,32.04,0,1
0,0.0,0.0,31.21,33.47,0,0.0,54.23,54.23,1,0
0,0.0,0.0,2.67,39.27,0,0.0,40.89,40.89,0,1
0,0.0,0.0,17.33,25.71,0,0.0,38.58,38.58,0,1
0,0.0,0.0,17.14,32.62,0,0.0,44.17,44.17,0,1
0,0.0,0.0,6.15,28.54,0,0.0,32.93,32.93,0,1
0,0.0,0.0,14.69,28.14,0,0.0,38.7,38.7,0,1
0,0.0,0.01,27.72,53.11,0,0.01,66.11,66.11,1,0
0,0.0,0.0,55.29,31.26,0,0.0,69.27,69.27,1,0
0,0.0,0.0,21.06,32.75,0,0.0,46.91,46.91,0,1
0,0.0,0.0,6.05,27.12,0,0.0,31.53,31.53,0,1
0,0.0,0.0,11.97,32.13,0,0.0,40.25,40.25,0,1
0,0.0,0.0,5.64,34.55,0,0.0,38.24,38.24,0,1
0,0.01,0.0,4.22,34.68,0,0.01,37.44,37.44,0,1
0,0.0,0.0,14.95,25.68,0,0.0,36.79,36.79,0,1
0,0.0,0.0,7.99,35.57,0,0.0,40.72,40.72,0,1
0,0.0,0.0,1.56,37.88,0,0.0,38.85,38.85,0,1
0,0.05,0.0,6.61,30.57,0,0.05,35.16,35.19,0,1
0,0.0,0.0,1.59,27.83,0,0.0,28.98,28.98,0,1
0,0.0,0.0,19.52,44.51,0,0.0,55.34,55.34,1,0
0,0.01,0.0,16.37,36.2,0,0.01,46.64,46.65,0,1
0,0.0,0.0,2.24,30.87,0,0.0,32.42,32.42,0,1
0,0.0,0.0,5.7,31.05,0,0.0,34.98,34.98,0,1
0,0.0,0.0,1.24,56.06,0,0.0,56.6,56.6,1,0
0,0.0,0.0,68.44,31.68,0,0.0,78.44,78.44,1,0
0,0.0,0.0,9.6,31.61,0,0.0,38.18,38.18,0,1
0,0.0,0.0,70.48,47.95,0,0.0,84.63,84.63,1,0
0,0.0,0.0,10.44,38.63,0,0.0,45.04,45.04,0,1
0,0.0,0.0,6.15,31.61,0,0.0,35.82,35.82,0,1
0,0.0,0.03,4.24,28.35,0,0.03,31.39,31.41,0,1
0,0.0,0.0,45.46,27.12,0,0.0,60.25,60.25,1,0
0,0.01,0.0,51.33,41.22,0,0.01,71.39,71.39,1,0
0,0.0,0.0,69.66,37.36,0,0.0,81.0,81.0,1,0
0,0.03,0.0,2.61,26.52,0,0.03,28.44,28.46,0,1
0,0.0,0.0,0.81,28.29,0,0.0,28.87,28.87,0,1
0,0.0,0.0,10.12,29.37,0,0.0,36.52,36.52,0,1
0,0.0,0.0,3.35,30.65,0,0.0,32.97,32.97,0,1
0,0.0,0.0,9.13,26.61,0,0.0,33.31,33.31,0,1
0,0.0,0.0,9.2,36.22,0,0.0,42.09,42.09,0,1
0,0.89,0.0,2.91,42.88,0,0.89,44.54,45.04,0,1
0,0.0,0.0,2.44,30.62,0,0.0,32.31,32.31,0,1
0,0.02,0.0,25.11,64.64,0,0.02,73.52,73.52,1,0
0,0.0,0.0,59.46,32.85,0,0.0,72.78,72.78,1,0
0,0.0,0.0,6.71,39.08,0,0.0,43.17,43.17,0,1
0,0.01,0.0,3.09,31.37,0,0.01,33.49,33.5,0,1
0,0.0,0.0,4.67,25.31,0,0.0,28.8,28.8,0,1
0,0.0,0.0,2.52,30.92,0,0.0,32.66,32.66,0,1
0,0.0,0.0,26.3,34.35,0,0.0,51.62,51.62,1,0
0,0.0,0.0,5.84,32.25,0,0.0,36.21,36.21,0,1
0,0.0,0.0,1.09,33.53,0,0.0,34.25,34.25,0,1
0,0.0,0.0,2.28,29.06,0,0.0,30.68,30.68,0,1
0,0.02,0.0,91.42,28.31,0,0.02,93.85,93.85,1,0
0,0.01,0.0,10.01,30.52,0,0.01,37.47,37.48,0,1
0,0.0,0.0,20.67,32.04,0,0.0,46.09,46.09,0,1
0,0.0,0.0,11.82,29.78,0,0.0,38.08,38.08,0,1
0,0.0,0.0,5.79,36.49,0,0.0,40.17,40.17,0,1
0,0.0,0.0,10.38,32.72,0,0.0,39.7,39.7,0,1
0,0.0,0.0,99.85,28.33,0,0.0,99.89,99.89,1,0
0,0.06,0.0,1.21,58.98,0,0.06,59.48,59.5,1,0
0,0.0,0.0,10.71,28.88,0,0.0,36.5,36.5,0,1
0,0.0,0.0,8.91,32.61,0,0.0,38.61,38.61,0,1
0,0.0,0.0,3.97,33.3,0,0.0,35.95,35.95,0,1
0,0.0,0.0,10.12,33.92,0,0.0,40.61,40.61,0,1
0,0.0,0.0,3.14,27.41,0,0.0,29.69,29.69,0,1
0,0.01,0.0,4.37,32.26,0,0.01,35.22,35.23,0,1
0,6.18,0.02,99.73,31.67,0,6.2,99.82,99.83,1,0
0,0.0,0.0,32.34,29.25,0,0.0,52.13,52.13,1,0
0,0.0,0.0,82.33,31.08,0,0.0,87.82,87.82,1,0
0,0.0,0.0,73.98,34.82,0,0.0,83.04,83.04,1,0
0,0.0,0.0,1.71,36.72,0,0.0,37.8,37.8,0,1
0,0.0,0.0,1.72,25.51,0,0.0,26.79,26.79,0,1
0,0.0,0.0,11.94,33.39,0,0.0,41.34,41.34,0,1
0,0.0,0.0,8.02,25.84,0,0.0,31.79,31.79,0,1
0,0.0,0.0,9.45,33.02,0,0.0,39.35,39.35,0,1
0,0.0,0.0,1.96,71.99,0,0.0,72.54,72.54,1,0
0,0.0,0.0,15.47,34.68,0,0.0,44.79,44.79,0,1
0,0.0,0.01,10.7,31.58,0,0.01,38.9,38.91,0,1
0,0.0,0.0,2.7,31.34,0,0.0,33.19,33.19,0,1
0,0.0,0.0,13.16,50.93,0,0.0,57.39,57.39,1,0
0,0.02,0.0,65.36,35.22,0,0.02,77.56,77.56,1,0
0,0.0,0.0,30.98,38.3,0,0.0,57.41,57.41,1,0
0,0.0,0.0,8.69,83.98,0,0.0,85.37,85.37,1,0
0,0.0,0.0,17.01,33.22,0,0.0,44.58,44.58,0,1
0,0.0,0.0,1.64,29.31,0,0.0,30.47,30.47,0,1
0,0.0,0.0,5.06,46.45,0,0.0,49.16,49.16,0,1
0,0.0,0.0,1.81,28.87,0,0.0,30.16,30.16,0,1
0,0.0,0.0,95.97,31.21,0,0.0,97.23,97.23,1,0
0,0.0,0.0,17.03,30.03,0,0.0,41.95,41.95,0,1
0,0.0,0.0,51.13,44.05,0,0.0,72.66,72.66,1,0
0,0.0,0.0,20.83,28.76,0,0.0,43.6,43.6,0,1
0,0.0,0.0,23.35,31.55,0,0.0,47.53,47.53,0,1
0,0.0,0.0,58.16,30.95,0,0.0,71.11,71.11,1,0
0,0.01,0.0,6.31,31.37,0,0.01,35.7,35.71,0,1
0,0.06,0.0,12.52,31.49,0,0.06,40.07,40.1,0,1
0,0.0,0.0,1.47,37.08,0,0.0,38.0,38.0,0,1
0,0.0,0.0,27.13,29.38,0,0.0,48.54,48.54,0,1
0,0.0,0.0,13.82,32.99,0,0.0,42.25,42.25,0,1
0,0.0,0.0,3.06,42.35,0,0.0,44.11,44.11,0,1
0,0.0,0.0,18.8,26.49,0,0.0,40.31,40.31,0,1
0,0.0,0.0,52.07,30.32,0,0.0,66.6,66.6,1,0
0,0.0,0.01,11.24,26.06,0,0.01,34.37,34.38,0,1
0,0.0,0.0,1.91,27.93,0,0.0,29.31,29.31,0,1
0,0.0,0.0,1.22,38.82,0,0.0,39.57,39.57,0,1
0,0.0,0.0,8.41,34.94,0,0.0,40.41,40.41,0,1
0,0.01,0.01,19.15,28.82,0,0.02,42.45,42.46,0,1
0,0.0,0.0,9.4,30.61,0,0.0,37.13,37.13,0,1
0,0.01,0.0,28.68,46.94,0,0.01,62.16,62.16,1,0
0,0.02,0.0,9.04,43.6,0,0.02,48.7,48.71,0,1
0,0.0,0.0,94.15,32.49,0,0.0,96.05,96.05,1,0
0,0.0,0.0,41.21,33.61,0,0.0,60.97,60.97,1,0
0,0.0,0.0,2.73,27.87,0,0.0,29.84,29.84,0,1
0,0.04,0.0,11.5,29.52,0,0.04,37.63,37.65,0,1
0,0.01,0.0,7.04,32.23,0,0.01,37.0,37.01,0,1
0,0.0,0.0,3.92,39.69,0,0.0,42.05,42.05,0,1
0,0.0,0.0,6.27,28.75,0,0.0,33.22,33.22,0,1
0,0.0,0.0,16.14,44.12,0,0.0,53.14,53.14,1,0
0,0.0,0.0,1.74,35.81,0,0.0,36.93,36.93,0,1
0,0.0,0.0,7.56,44.7,0,0.0,48.88,48.88,0,1
0,0.0,0.0,35.86,26.09,0,0.0,52.59,52.59,1,0
0,0.0,0.0,95.02,53.53,0,0.0,97.69,97.69,1,0
0,0.0,0.0,72.93,35.06,0,0.0,82.42,82.42,1,0
0,0.0,0.0,87.26,30.65,0,0.0,91.16,91.16,1,0
0,0.0,0.0,16.24,29.23,0,0.0,40.72,40.72,0,1
0,0.04,0.05,1.37,28.3,0,0.09,29.28,29.35,0,1
0,0.0,0.0,3.43,36.76,0,0.0,38.93,38.93,0,1
0,0.59,0.0,2.78,33.77,0,0.59,35.61,35.99,0,1
0,0.0,0.0,26.99,31.57,0,0.0,50.04,50.04,1,0
0,0.01,0.0,2.05,29.38,0,0.01,30.83,30.83,0,1
0,0.0,0.0,88.29,34.62,0,0.0,92.34,92.34,1,0
0,0.0,0.0,3.41,72.96,0,0.0,73.88,73.88,1,0
0,0.0,0.0,3.83,34.92,0,0.0,37.41,37.41,0,1
0,0.0,0.0,23.36,34.0,0,0.0,49.42,49.42,0,1
0,0.0,0.0,1.72,29.84,0,0.0,31.05,31.05,0,1
0,0.0,0.0,17.68,71.09,0,0.0,76.2,76.2,1,0
0,0.0,0.0,21.66,29.39,0,0.0,44.68,44.68,0,1
0,0.0,0.0,4.33,34.31,0,0.0,37.15,37.15,0,1
0,0.0,0.0,2.4,38.05,0,0.0,39.54,39.54,0,1
0,0.0,0.0,8.09,42.19,0,0.0,46.87,46.87,0,1
0,0.0,0.0,22.58,36.78,0,0.0,51.06,51.06,1,0
0,0.01,4.22,14.53,25.51,0,4.23,36.33,39.03,0,1
0,0.0,0.0,6.69,29.78,0,0.0,34.48,34.48,0,1
0,0.0,0.0,39.8,30.99,0,0.0,58.46,58.46,1,0
0,0.0,0.0,14.6,28.88,0,0.0,39.26,39.26,0,1
0,0.0,0.0,59.99,87.95,0,0.0,95.18,95.18,1,0
0,0.01,0.0,16.98,30.25,0,0.01,42.09,42.1,0,1
0,0.0,0.0,14.55,31.12,0,0.0,41.14,41.14,0,1
0,0.0,0.0,8.77,30.11,0,0.0,36.24,36.24,0,1
0,0.0,0.0,3.97,36.56,0,0.0,39.08,39.08,0,1
0,0.0,0.0,94.68,28.58,0,0.0,96.2,96.2,1,0
0,0.0,0.0,99.27,29.26,0,0.0,99.48,99.48,1,0
0,0.49,0.0,1.91,30.25,0,0.49,31.58,31.92,0,1
0,0.0,0.0,3.2,84.23,0,0.0,84.73,84.73,1,0
0,2.0,0.0,4.81,29.79,0,2.0,33.17,34.5,0,1
0,0.0,0.0,2.2,32.32,0,0.0,33.81,33.81,0,1
0,0.0,0.0,12.67,33.96,0,0.0,42.33,42.33,0,1
0,0.01,0.0,7.73,36.21,0,0.01,41.14,41.15,0,1
0,0.0,0.0,8.48,28.58,0,0.0,34.64,34.64,0,1
0,0.03,0.0,19.39,41.66,0,0.03,52.97,52.99,1,0
0,0.0,0.0,60.07,40.13,0,0.0,76.09,76.09,1,0
0,0.0,0.0,4.84,60.03,0,0.0,61.96,61.96,1,0
0,0.0,0.0,10.79,28.39,0,0.0,36.12,36.12,0,1
0,0.0,0.0,4.62,36.39,0,0.0,39.33,39.33,0,1
0,0.0,0.0,15.12,29.6,0,0.0,40.24,40.24,0,1
0,0.25,0.01,25.66,29.09,0,0.26,47.29,47.42,0,1
0,0.0,0.0,63.48,29.22,0,0.0,74.15,74.15,1,0
0,0.0,0.0,4.05,29.23,0,0.0,32.1,32.1,0,1
0,0.0,0.0,0.62,35.9,0,0.0,36.3,36.3,0,1
0,0.0,0.0,49.57,29.02,0,0.0,64.2,64.2,1,0
0,0.0,0.0,15.38,59.91,0,0.0,66.08,66.08,1,0
0,0.03,0.45,23.23,95.19,0,0.48,96.31,96.33,1,0
0,0.0,0.0,64.84,28.49,0,0.0,74.86,74.86,1,0
0,0.0,0.0,6.51,31.84,0,0.0,36.28,36.28,0,1
0,0.0,0.0,4.67,43.45,0,0.0,46.09,46.09,0,1
0,0.0,0.0,5.8,34.16,0,0.0,37.98,37.98,0,1
0,0.0,0.0,27.36,36.42,0,0.0,53.82,53.82,1,0
0,0.0,0.0,4.57,27.78,0,0.0,31.08,31.08,0,1
0,0.0,0.0,3.86,46.16,0,0.0,48.24,48.24,0,1
0,0.0,0.0,28.6,35.41,0,0.0,53.88,53.88,1,0
0,0.0,0.0,2.51,32.43,0,0.0,34.13,34.13,0,1
0,0.0,0.0,1.69,33.76,0,0.0,34.88,34.88,0,1
0,0.04,0.0,2.61,27.12,0,0.04,29.02,29.05,0,1
0,0.01,0.0,0.95,31.88,0,0.01,32.53,32.53,0,1
0,0.0,0.0,27.01,33.68,0,0.0,51.59,51.59,1,0
0,0.0,0.0,20.99,29.39,0,0.0,44.21,44.21,0,1
0,0.06,0.0,9.19,28.41,0,0.06,34.99,35.03,0,1
0,0.0,0.0,4.02,31.6,0,0.0,34.35,34.35,0,1
0,0.0,0.0,4.06,32.6,0,0.0,35.34,35.34,0,1
0,0.0,0.0,23.23,33.38,0,0.0,48.86,48.86,0,1
0,0.0,0.0,7.45,28.36,0,0.0,33.7,33.7,0,1
0,0.0,0.0,6.02,29.61,0,0.0,33.85,33.85,0,1
0,0.0,0.0,1.51,47.44,0,0.0,48.23,48.23,0,1
0,0.0,0.0,92.25,32.8,0,0.0,94.79,94.79,1,0
0,0.0,0.0,0.96,43.05,0,0.0,43.6,43.6,0,1
0,0.0,0.0,3.63,28.98,0,0.0,31.56,31.56,0,1
0,0.0,0.0,98.9,29.69,0,0.0,99.23,99.23,1,0
0,0.0,0.0,3.01,30.29,0,0.0,32.39,32.39,0,1
0,0.01,0.0,12.06,30.61,0,0.01,38.98,38.98,0,1
0,0.0,0.0,84.13,28.67,0,0.0,88.68,88.68,1,0
0,0.0,0.0,18.98,30.77,0,0.0,43.91,43.91,0,1
0,0.0,0.0,65.9,26.83,0,0.0,75.05,75.05,1,0
0,0.0,0.0,4.08,38.55,0,0.0,41.06,41.06,0,1
0,0.0,0.0,5.86,39.82,0,0.0,43.35,43.35,0,1
0,0.02,0.0,2.64,33.68,0,0.02,35.43,35.44,0,1
0,0.01,0.0,2.93,32.92,0,0.01,34.89,34.89,0,1
0,0.0,0.0,54.86,38.06,0,0.0,72.04,72.04,1,0
0,0.0,0.0,97.38,31.73,0,0.0,98.21,98.21,1,0
0,0.0,0.0,5.5,73.02,0,0.0,74.5,74.5,1,0
0,0.0,0.0,6.01,43.62,0,0.0,47.01,47.01,0,1
0,0.0,0.0,28.3,35.81,0,0.0,53.98,53.98,1,0
0,0.02,0.01,4.79,33.76,0,0.03,36.93,36.95,0,1
0,0.01,0.0,4.43,29.77,0,0.01,32.88,32.89,0,1
0,0.0,0.0,4.65,29.46,0,0.0,32.74,32.74,0,1
0,0.0,0.0,11.47,33.43,0,0.0,41.07,41.07,0,1
0,0.01,0.0,2.4,27.5,0,0.01,29.24,29.25,0,1
0,0.07,0.0,28.01,52.31,0,0.07,65.67,65.69,1,0
0,0.0,0.0,4.31,28.91,0,0.0,31.97,31.97,0,1
0,0.0,0.0,8.11,30.39,0,0.0,36.04,36.04,0,1
0,0.02,0.0,88.41,30.13,0,0.02,91.9,91.9,1,0
0,0.0,0.0,26.94,28.97,0,0.0,48.11,48.11,0,1
0,0.0,0.0,13.59,29.03,0,0.0,38.67,38.67,0,1
0,0.0,0.0,54.52,36.34,0,0.0,71.05,71.05,1,0
0,0.0,0.0,5.06,29.04,0,0.0,32.63,32.63,0,1
0,0.0,0.01,1.4,40.49,0,0.01,41.32,41.33,0,1
0,0.0,0.0,3.6,54.77,0,0.0,56.4,56.4,1,0
0,0.0,0.0,15.01,32.49,0,0.0,42.62,42.62,0,1
0,0.0,0.0,17.99,30.56,0,0.0,43.05,43.05,0,1
0,0.0,0.0,1.06,32.35,0,0.0,33.07,33.07,0,1
0,0.0,0.0,52.05,61.14,0,0.0,81.37,81.37,1,0
0,0.0,0.05,3.65,95.49,0,0.05,95.65,95.66,1,0
0,0.0,0.0,17.41,35.1,0,0.0,46.4,46.4,0,1
0,0.0,0.0,0.95,62.31,0,0.0,62.67,62.67,1,0
0,0.0,0.0,0.85,29.45,0,0.0,30.05,30.05,0,1
0,0.0,0.0,7.81,40.56,0,0.0,45.2,45.2,0,1
0,0.01,0.0,50.8,28.38,0,0.01,64.76,64.77,1,0
0,0.0,0.0,31.81,26.44,0,0.0,49.84,49.84,0,1
0,0.0,0.0,8.91,28.93,0,0.0,35.26,35.26,0,1
0,0.08,0.0,12.12,35.13,0,0.08,42.99,43.04,0,1
0,0.0,0.0,6.49,33.75,0,0.0,38.05,38.05,0,1
0,0.0,0.0,2.26,30.2,0,0.0,31.78,31.78,0,1
0,0.0,0.0,8.63,25.78,0,0.0,32.19,32.19,0,1
0,0.0,0.0,2.99,38.65,0,0.0,40.48,40.48,0,1
0,0.0,0.0,9.76,28.13,0,0.0,35.14,35.14,0,1
0,0.13,0.01,24.91,60.77,0,0.14,70.54,70.58,1,0
0,0.0,0.0,1.32,34.6,0,0.0,35.46,35.46,0,1
0,0.0,0.0,7.55,28.37,0,0.0,33.78,33.78,0,1
0,0.02,0.0,1.74,29.64,0,0.02,30.86,30.88,0,1
0,0.0,0.0,5.56,28.42,0,0.0,32.4,32.4,0,1
0,0.0,0.0,7.12,27.8,0,0.0,32.94,32.94,0,1
0,0.0,0.0,4.08,50.16,0,0.0,52.19,52.19,1,0
0,0.0,0.0,1.75,29.36,0,0.0,30.6,30.6,0,1
0,0.0,0.0,17.38,90.9,0,0.0,92.48,92.48,1,0
0,0.04,0.0,5.01,28.5,0,0.04,32.08,32.11,0,1
0,0.02,0.0,18.31,30.15,0,0.02,42.94,42.95,0,1
0,0.0,0.0,7.25,79.68,0,0.0,81.15,81.15,1,0
0,0.0,0.0,17.03,31.7,0,0.0,43.33,43.33,0,1
0,0.0,0.0,1.84,33.56,0,0.0,34.78,34.78,0,1
0,0.01,0.0,3.81,27.83,0,0.01,30.58,30.59,0,1
0,0.05,0.0,1.75,27.27,0,0.05,28.54,28.58,0,1
0,0.0,0.0,11.3,30.03,0,0.0,37.94,37.94,0,1
0,0.0,0.0,1.65,36.57,0,0.0,37.62,37.62,0,1
0,0.01,0.0,10.19,29.2,0,0.01,36.41,36.42,0,1
0,0.0,0.0,39.49,31.22,0,0.0,58.38,58.38,1,0
0,0.0,0.0,10.63,25.45,0,0.0,33.37,33.37,0,1
0,0.0,0.0,1.8,31.5,0,0.0,32.73,32.73,0,1
0,0.0,0.0,29.81,33.7,0,0.0,53.46,53.46,1,0
0,0.0,0.0,16.4,41.74,0,0.0,51.29,51.29,1,0
0,0.0,0.0,3.25,28.71,0,0.0,31.03,31.03,0,1
0,0.15,0.0,29.46,29.49,0,0.15,50.26,50.34,1,0
